Dates,Pollster,Sample,Influence,Approve,Disapprove,Net
"9/12 - 9/18, 2025@@24002","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,49.61076,47.84665,1.764111
"9/15 - 9/18, 2025@@24002","<a href=""https://www.theargumentmag.com/p/chatgpt-and-the-end-of-learning"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">The Argument/Verasight</a>","1,541 RV@@1541",0,42.13164,55.28344,-13.1518
"9/11 - 9/17, 2025@@24001","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,48.84665,-1.235889
"9/10 - 9/17, 2025@@24001","<a href=""https://napolitannews.org/jobapproval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,46.8311,49.88795,-3.05685
"9/15 - 9/16, 2025@@24000","<a href=""https://tippinsights.com/content/files/2025/09/Tables-LAW-National-Survey-September-2025.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">TIPP Insights</a>^Sponsor: League of American Workers^","1,561 RV@@1561",0,45.82821,51.73482,-5.906612
"9/10 - 9/16, 2025@@24000","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,50.84665,-4.235889
"9/11 - 9/16, 2025@@24000","<a href=""https://www.thirdway.org/memo/americans-caught-between-trumps-cruelty-and-democrats-chaos"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Normington, Petts & Associates</a>^Sponsor: Third Way^",800 LV@@800,0,44.73234,53.78301,-9.050667
"9/12 - 9/16, 2025@@24000","<a href=""https://atlasintel.org/poll/usa-national-2025-09-19"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">AtlasIntel</a>","1,066 A@@1066",0,46.46272,50.84962,-4.386902
"9/2 - 9/16, 2025@@24000","<a href=""https://news.gallup.com/poll/695519/mood-subdued-crime-unity-concerns-rise.aspx"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Gallup</a>","1,000 A@@1000",0,42.01725,54.16314,-12.14589
"9/12 - 9/15, 2025@@23999","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/Approval_of_Trump_s_Appointments_poll_results.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>","1,103 A@@1103",0,42.61922,54.03582,-11.4166
"9/12 - 9/15, 2025@@23999","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_jmHpS1k.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,567 A@@1567",0,40.61922,56.03582,-15.4166
"9/8 - 9/15, 2025@@23999","<a href=""https://www.surveymonkey.com/curiosity/the-19th-surveymonkey-poll-september-2025/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">SurveyMonkey</a>^Sponsor: The 19th^","20,807 A@@20807",0,43.15012,53.36295,-10.21283
"9/11 - 9/15, 2025@@23999","<a href=""https://www.washingtonpost.com/documents/3cf9e3ce-e4f2-4302-be21-a7311d6c035a.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Ipsos</a>^Sponsor: The Washington Post^","2,513 A@@2513",0,45.01101,54.34583,-9.33482
"9/9 - 9/15, 2025@@23999","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,51.84665,-7.235889
"9/11 - 9/15, 2025@@23999","<a href=""https://apnorc.org/wp-content/uploads/2025/09/AP-NORC-September-2025-Direction-of-the-country-Topline.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">AP-NORC</a>","1,183 A@@1183",0,41.26543,56.80555,-15.54012
"9/12 - 9/14, 2025@@23998","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,204 RV@@2204",0,44.61504,53.48262,-8.86758
"9/8 - 9/12, 2025@@23996","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,52.84665,-8.235889
"9/5 - 9/11, 2025@@23995","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,52.84665,-8.235889
"9/4 - 9/11, 2025@@23995","<a href=""https://www.claritycampaigns.com/clarity-omnibus-september-2025"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Clarity Campaign Labs</a>","1,001 RV@@1001",0,45.049,53.14612,-8.097118
"9/6 - 9/11, 2025@@23995","<a href=""https://cdn.prod.website-files.com/65fc824cf835683ce2d3549b/68c337dae06e3c4578f9a9f4_20250911-ICGenerationPoll-Final.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">The Bullfinch Group</a>^Sponsor: Independent Center^","2,000 A@@2000",0,45.64972,51.15487,-5.50515
"9/3 - 9/11, 2025@@23995","<a href=""https://napolitannews.org/jobapproval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,45.8311,50.88795,-5.05685
"9/4 - 9/10, 2025@@23994","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,52.84665,-8.235889
"9/5 - 9/9, 2025@@23993","<a href=""https://www.protectingtaxpayers.org/wp-content/uploads/2025/10/10.13.25-TPA-Perceptions-of-RFK-Jr.-Job-Performance-Crosstabs-1.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Taxpayers Protection Alliance^","2,030 A@@2030",0,43.61922,54.03582,-10.4166
"9/5 - 9/9, 2025@@23993","<a href=""https://www.reuters.com/world/us/trump-approval-rating-42-weak-economy-reutersipsos-poll-shows-2025-09-09/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Ipsos</a>^Sponsor: Reuters^","1,084 A@@1084",0,44.01101,54.34583,-10.33482
"9/6 - 9/9, 2025@@23993","<a href=""https://static.foxnews.com/foxnews.com/content/uploads/2025/09/fox_september-6-9-2025_national_topline_september-11-release.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Beacon Research/Shaw & Co. Research</a>^Sponsor: FOX News^","1,004 RV@@1004",0,45.43019,53.21328,-7.783089
"9/3 - 9/9, 2025@@23993","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,52.84665,-8.235889
"9/2 - 9/8, 2025@@23992","<a href=""https://pro.morningconsult.com/trackers/global-leader-approval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","31,492 A@@31492",0,42.81504,50.68262,-7.86758
"9/4 - 9/8, 2025@@23992","<a href=""https://navigatorresearch.org/wp-content/uploads/2025/09/Navigator-Update-Topline-F09.08.25.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Global Strategy Group/GBAO (Navigator Research)</a>","1,000 RV@@1000",0,43.36673,52.04808,-8.681351
"9/6 - 9/8, 2025@@23992","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,201 RV@@2201",0,43.61504,53.48262,-9.86758
"8/15 - 9/8, 2025@@23992","<a href=""https://prri.org/research/trumps-unprecedented-actions-deepen-asymmetric-divides/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Public Religion Research Institute</a>^Sponsor: Brookings Institute, Carnegie Corporation of New York, Ford Foundation, Unitarian Universalist Veatch Program at Shelter Rock^","5,543 A@@5543",0,43.18153,54.31228,-11.13075
"9/5 - 9/8, 2025@@23992","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_posPy08.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,644 A@@1644",0,42.61922,53.03582,-10.4166
"9/1 - 9/8, 2025@@23992","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,51.84665,-7.235889
"9/3 - 9/5, 2025@@23989","<a href=""https://www.cbsnews.com/news/trump-national-guard-cities-opinion-poll/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: CBS News^","2,385 A@@2385",0,45.61922,55.03582,-9.416599
"8/29 - 9/5, 2025@@23989","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,45.61076,51.84665,-6.235889
"8/28 - 9/4, 2025@@23988","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,52.84665,-8.235889
"8/27 - 9/3, 2025@@23987","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,52.84665,-8.235889
"8/27 - 9/3, 2025@@23987","<a href=""https://napolitannews.org/jobapproval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,45.8311,50.88795,-5.05685
"8/29 - 9/2, 2025@@23986","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_S3c69M7.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,691 A@@1691",0,42.61922,54.03582,-11.4166
"8/29 - 9/2, 2025@@23986","<a href=""https://www.scribd.com/document/910985644/Yahoo-YouGov-Crime-Poll-August-2025"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Yahoo News^","1,690 A@@1690",0,41.61922,54.03582,-12.4166
"8/29 - 9/2, 2025@@23986","<a href=""https://jlpartners.com/trump-tracker-augustseptember-2025"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">J.L. Partners</a>^Sponsor: Daily Mail^",867 RV@@867,0,49.09374,44.63358,4.460159
"8/13 - 9/1, 2025@@23985","<a href=""https://www.documentcloud.org/documents/26085240-final-nbc-news-decision-desk-poll-august-2025-topline/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">SurveyMonkey</a>^Sponsor: NBC News^","30,196 A@@30196",0,43.15012,55.36295,-12.21283
"8/26 - 9/1, 2025@@23985","<a href=""https://www.survey160.com/methodological-research-blog/introducing-the-survey-160-tracking-poll"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Survey160</a>","1,437 RV@@1437",0,44.12966,52.59237,-8.462708
"8/26 - 9/1, 2025@@23985","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,52.84665,-8.235889
"8/29 - 8/31, 2025@@23984","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,202 RV@@2202",0,44.61504,52.48262,-7.86758
"8/29 - 8/31, 2025@@23984","<a href=""https://leger360.com/wp-content/uploads/2025/09/Leger_Can_US-Relations_Aug2025.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Leger</a>","1,014 A@@1014",0,41.37267,50.78714,-9.414471
"8/29 - 8/31, 2025@@23984","<a href=""https://johnzogbystrategies.com/wp-content/uploads/2025/09/Has-The-President-Bounced-Back_-New-Zogby-Strategies-Poll-09.03.25.html"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">John Zogby Strategies</a>","1,005 LV@@1005",0,45.67229,52.53511,-6.86282
"8/25 - 8/29, 2025@@23982","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,52.84665,-8.235889
"8/27 - 8/29, 2025@@23982","<a href=""https://tippinsights.com/despite-nasty-media-coverage-voters-still-give-trump-solid-grades-for-his-leadership-i-i-tipp-poll/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">TIPP Insights</a>^Sponsor: Issues & Insights^","1,362 A@@1362",0,43.82821,49.73482,-5.906612
"8/22 - 8/28, 2025@@23981","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,52.84665,-8.235889
"8/21 - 8/28, 2025@@23981","<a href=""https://napolitannews.org/jobapproval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,45.8311,51.88795,-6.05685
"8/21 - 8/27, 2025@@23980","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,51.84665,-7.235889
"8/21 - 8/26, 2025@@23979","<a href=""https://www.scrippsnews.com/politics/poll-vast-majority-of-americans-say-life-is-getting-pricier-under-trump"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Talker Research</a>^Sponsor: Scripps News^","1,000 A@@1000",0,42.75365,48.72285,-5.9692
"8/25 - 8/26, 2025@@23979","<a href=""https://emersoncollegepolling.com/august-2025-national/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Emerson College</a>","1,000 RV@@1000",0,44.24792,49.96482,-5.7169
"8/20 - 8/26, 2025@@23979","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,45.61076,51.84665,-6.235889
"8/21 - 8/25, 2025@@23978","<a href=""https://poll.qu.edu/poll-release?releaseid=3929"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Quinnipiac University</a>","1,220 RV@@1220",0,39.52545,54.2035,-14.67805
"8/22 - 8/25, 2025@@23978","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_otzzSNZ.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,523 A@@1523",0,42.61922,55.03582,-12.4166
"8/21 - 8/25, 2025@@23978","<a href=""https://apnorc.org/wp-content/uploads/2025/08/AP-NORC-August-2025-Topline-Crime.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">AP-NORC</a>","1,182 A@@1182",0,47.26543,49.80555,-2.540119
"8/19 - 8/25, 2025@@23978","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,50.84665,-4.235889
"8/22 - 8/24, 2025@@23977","<a href=""https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%20August%202025.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Ipsos</a>^Sponsor: Reuters^","1,022 A@@1022",0,42.01101,52.34583,-10.33482
"8/22 - 8/24, 2025@@23977","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,200 RV@@2200",0,45.61504,52.48262,-6.86758
"8/18 - 8/22, 2025@@23975","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,50.84665,-4.235889
"8/18 - 8/21, 2025@@23974","<a href=""https://www.gelliottmorris.com/p/democrats-lead-the-us-house-generic"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Verasight</a>^Sponsor: Strength in Numbers^","1,500 A@@1500",0,41.99729,54.54731,-12.55002
"8/13 - 8/21, 2025@@23974","<a href=""https://napolitannews.org/jobapproval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,44.8311,50.88795,-6.05685
"8/20 - 8/21, 2025@@23974","<a href=""https://harvardharrispoll.com/topline-august/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Harris Insights & Analytics</a>^Sponsor: Harvard CAPS^","2,025 RV@@2025",0,45.41263,51.00893,-5.596302
"8/15 - 8/21, 2025@@23974","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,45.61076,50.84665,-5.235889
"8/1 - 8/20, 2025@@23973","<a href=""https://news.gallup.com/poll/694370/trump-ratings-mood-stay-tepid-august.aspx"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Gallup</a>","1,094 A@@1094",0,42.01725,54.16314,-12.14589
"8/17 - 8/20, 2025@@23973","<a href=""https://americanresearchgroup.com/economy/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">American Research Group</a>","1,100 A@@1100",0,40.78777,56.47001,-15.68224
"8/14 - 8/20, 2025@@23973","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,45.61076,50.84665,-5.235889
"8/13 - 8/19, 2025@@23972","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,45.61076,50.84665,-5.235889
"8/15 - 8/18, 2025@@23971","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,201 RV@@2201",0,45.61504,52.48262,-6.86758
"8/14 - 8/18, 2025@@23971","<a href=""https://echelonin.wpenginepowered.com/wp-content/uploads/August-2025-Voter-Omnibus-Topline-External.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Echelon Insights</a>","1,057 LV@@1057",0,46.04131,51.09995,-5.05864
"8/13 - 8/18, 2025@@23971","<a href=""https://www.reuters.com/world/us/trump-approval-holds-40-lowest-level-his-term-reutersipsos-poll-finds-2025-08-18/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Ipsos</a>^Sponsor: Reuters^","4,446 A@@4446",0,42.01101,52.34583,-10.33482
"8/12 - 8/18, 2025@@23971","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,51.84665,-7.235889
"8/15 - 8/18, 2025@@23971","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_sBoaiA0.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,568 A@@1568",0,41.61922,55.03582,-13.4166
"8/8 - 8/17, 2025@@23970","<a href=""https://www.theargumentmag.com/p/when-americans-bite-their-tongues"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">The Argument/Verasight</a>","1,562 RV@@1562",0,43.13164,54.28344,-11.1518
"8/15 - 8/17, 2025@@23970","<a href=""https://insideradvantage.com/top-line-tabs-trump-approval/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">InsiderAdvantage</a>","1,000 LV@@1000",0,50.47363,46.78341,3.69022
"8/11 - 8/15, 2025@@23968","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,43.61076,52.84665,-9.235889
"8/8 - 8/14, 2025@@23967","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,45.61076,50.84665,-5.235889
"8/6 - 8/14, 2025@@23967","<a href=""https://napolitannews.org/jobapproval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,43.8311,53.88795,-10.05685
"8/7 - 8/13, 2025@@23966","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,50.84665,-6.235889
"8/11 - 8/12, 2025@@23965","<a href=""https://docs.google.com/spreadsheets/d/1HjSDsWCQzlvDfz9KKRhGXbFOnpNRw7Cn/edit?gid=359954123#gid=359954123"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Merlin Strategy</a>^Sponsor: Azoria Capital^","2,000 A@@2000",0,42.50571,50.8122,-8.306488
"8/6 - 8/12, 2025@@23965","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,45.61076,50.84665,-5.235889
"8/5 - 8/11, 2025@@23964","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,50.84665,-6.235889
"8/9 - 8/11, 2025@@23964","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Y7xe8fY.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,635 A@@1635",0,43.61922,53.03582,-9.416599
"8/7 - 8/11, 2025@@23964","<a href=""https://navigatorresearch.org/wp-content/uploads/2025/08/Navigator-Update-08.14.2025-1.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Global Strategy Group/GBAO (Navigator Research)</a>","1,000 RV@@1000",0,43.36673,54.04808,-10.68135
"8/4 - 8/10, 2025@@23963","<a href=""https://www.pewresearch.org/wp-content/uploads/sites/20/2025/08/PP_2025.8.14_Trump-approval_topline.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Pew Research Center</a>","3,554 A@@3554",0,39.8833,56.89507,-17.01177
"8/8 - 8/10, 2025@@23963","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,200 RV@@2200",0,44.61504,52.48262,-7.86758
"8/3 - 8/9, 2025@@23962","<a href=""https://pro.morningconsult.com/trackers/global-leader-approval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","33,231 A@@33231",0,43.51505,50.18262,-6.667572
"8/4 - 8/8, 2025@@23961","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,51.84665,-7.235889
"8/1 - 8/7, 2025@@23960","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,43.61076,52.84665,-9.235889
